,-1
2_cpu14_.sys,24.956864138429598
0_dev8.0_svctm,24.885041349217037
0_dev8.5_svctm,24.883575917965555
4_cpu2_.iowait,24.81759641335561
3_atmptf.s,24.164785649954435
2_cpu22_.iowait,23.956661859503196
5_cpu16_.iowait,23.936952188742072
2_cpu16_.sys,23.7228566766986
1_dev8.5_svctm,23.536286978664172
2_runq.sz,23.12561568586334
2_atmptf.s,22.88849191101177
2_cpu18_.sys,22.853867499581373
2_cpu8_.sys,22.747009796475027
2_cpu0_.sys,22.42164254909022
2_cpu10_.sys,22.403988043134245
0_majflt.s,22.17175424040838
2_cpu2_.sys,21.343621290285714
1_cpu22_.iowait,21.271796018541014
4_cpu4_.iowait,21.266182344218013
2_cpu20_.sys,21.029273541579826
4_tcp.tw,20.839563119233382
5_tcp.tw,20.775024296185897
3_tcp.tw,20.645325405536173
5_runq.sz,20.544749378328657
1_cpu20_.iowait,20.543157062701
3_cpu13_.iowait,20.493841866028895
4_udpsck,20.41604163895265
4_omcpck6.s,20.4142125586438
4_cpu19_.sys,20.406071566672424
0_tcp.tw,20.36450794099432
2_tcp.tw,20.261872465016193
4_cpu18_.sys,20.142928751056008
4_cpu10_.iowait,20.05988095042082
2_cpu6_.sys,19.855787276070807
1_tcp.tw,19.73185453482758
2_cpu10_.iowait,19.709957231504738
4_cpu4_.sys,19.676203710435395
4_cpu22_.sys,19.653274458407115
4_cpu16_.sys,19.56740348087441
5_cpu6_.iowait,19.53024478012771
4_cpu20_.sys,19.527683031271724
4_runq.sz,19.478180001075813
4_cpu14_.sys,19.444341330345857
4_cpu13_.sys,19.277520176934836
3_X..swpcad,19.273405206392376
4_cpu0_.sys,19.24269195930208
