,0
41_RxPacktes,0.003705422933557055
15_TxPacktes.1,0.0030739063094419815
4_TxPacktes.1,0.0030080194741088453
17_TxBytes.1,0.0025645282300043168
40_TxPacktes,0.0024361476220374273
4_TxPacktes,0.0023840454332780476
15_RxBytes,0.0023402504068746333
17_RxPacktes.1,0.002329665745751281
17_RxPacktes,0.0022907673782289173
5_i139_intr.s,0.0022733951167103394
17_TxBytes,0.0021930858181759736
4_RxBytes,0.0020705543409373283
17_RxBytes,0.00205628365883176
29_RxBytes,0.0020137027062744847
40_RxPacktes,0.002009280851475063
0_TxBytes.1,0.002002950107158263
15_RxPacktes.1,0.001986382483387615
15_TxBytes,0.001932493875765134
15_RxPacktes,0.0019255298699468468
41_RxBytes,0.0019124395297001183
15_TxBytes.1,0.0018596695909699375
4_RxPacktes,0.0018575412367190733
4_RxPacktes.1,0.0018572779848760512
34_RxBytes,0.00185150800466747
30_RxPacktes.1,0.0018448155515687827
29_TxBytes.1,0.0018369122858108006
4_irec.s,0.0018197755558370585
30_TxPacktes.1,0.001812508215273987
4_TxBytes,0.0017902490808481353
40_RxPacktes.1,0.0017611284896339057
4_TxBytes.1,0.001755734547211514
21_TxBytes,0.001747796790370342
0_RxBytes.1,0.0017325239689030343
29_TxPacktes,0.0017168257252505087
41_TxBytes,0.0017129311615262767
29_RxBytes.1,0.0017016172297348114
41_TxBytes.1,0.0017013096177522255
40_RxBytes,0.0016899371672792012
0_RxBytes,0.0016885793500967053
29_TxPacktes.1,0.0016775739142011895
41_TxPacktes.1,0.00165507410677175
1_eth1_rxkB.s,0.001647511264909911
30_TxPacktes,0.0015974751316114105
41_TxPacktes,0.001561633360358203
30_RxPacktes,0.0015567321830236571
3_eth1_txkB.s,0.0015510630763227852
21_RxPacktes,0.0015389908421685526
2_eth1_txpck.s,0.0015351128022551748
4_oseg.s,0.001528872179555265
17_TxPacktes.1,0.001515276415961263
40_TxBytes,0.0015134689115764478
20_RxBytes.1,0.0015057776495639116
3_eth1_rxpck.s,0.0014936420578523647
2_iseg.s,0.001491866952923794
4_idel.s,0.0014610636449904953
29_TxBytes,0.0014502855136416064
29_RxPacktes.1,0.0014499026403920557
2_i141_intr.s,0.001445224733559944
30_RxBytes.1,0.0014344840898137695
3_idel.s,0.0014340730934369102
4_RxBytes.1,0.0014333830701575877
30_RxBytes,0.0014305151701486324
34_RxBytes.1,0.0014214756878070517
21_RxPacktes.1,0.0014202744067812506
2_eth1_rxpck.s,0.001412804061936245
3_i133_intr.s,0.0014116250896905468
2_i136_intr.s,0.0013991311215192247
0_RxPacktes,0.0013979146837734505
34_TxBytes,0.001391717904803034
0_eth1_txpck.s,0.001383284622696158
0_irec.s,0.0013701631494719602
4_i117_intr.s,0.001369846185051117
4_eth1_rxpck.s,0.0013646747327648767
20_RxBytes,0.0013521546402067294
15_RxBytes.1,0.001332910340920275
4_i119_intr.s,0.0013323425623028623
29_RxPacktes,0.0013281859934559555
2_i138_intr.s,0.0013232861754181187
30_TxBytes.1,0.001321885623453517
5_i140_intr.s,0.0013155542808189337
1_i131_intr.s,0.0013135387412115123
30_TxBytes,0.001301129177226489
0_i129_intr.s,0.0012991288969729305
1_oseg.s,0.001285286578133153
3_eth1_rxkB.s,0.0012828905422368518
3_eth1_.ifutil,0.0012817243516344144
20_RxPacktes.1,0.0012811005984636414
40_RxBytes.1,0.0012796742853092974
4_i121_intr.s,0.0012587909262704578
1_i133_intr.s,0.0012519803550689829
36_RxBytes,0.0012514568653144461
4_eth1_txpck.s,0.0012472399173040073
40_TxPacktes.1,0.0012470767158639217
17_TxPacktes,0.0012078356645467017
40_TxBytes.1,0.0012059013193526473
3_i127_intr.s,0.0012057048187704572
3_i131_intr.s,0.0011925053952812387
17_RxBytes.1,0.0011833496392294573
0_iseg.s,0.0011257351483741048
41_RxBytes.1,0.0011226566417318117
5_eth1_.ifutil,0.0011015939718632237
41_RxPacktes.1,0.0010943007718032677
3_irec.s,0.00108321044650143
2_idel.s,0.0010533600135580919
20_TxPacktes.1,0.0010451885374508363
36_TxBytes,0.0010423355795540741
4_eth1_txkB.s,0.0010400958304300327
1_i127_intr.s,0.0010320953259902834
0_RxPacktes.1,0.0010238671903979666
2_eth1_.ifutil,0.00101967339585841
37_RxBytes,0.00101958093709859
3_oseg.s,0.0010183926642917376
4_eth1_rxkB.s,0.001017573205225381
1_iseg.s,0.0010051339724304375
15_TxPacktes,0.0010039385731457754
3_cpu13_.sys,0.0009926269995715856
20_RxPacktes,0.0009887540981271968
5_i136_intr.s,0.0009851977429621262
21_RxBytes,0.0009755223560400837
4_iseg.s,0.0009753371030002124
1_idel.s,0.00097251582772759
5_eth1_rxpck.s,0.0009719687553663554
2_oseg.s,0.0009705729376640569
0_eth1_txkB.s,0.0009698144296274996
5_iseg.s,0.0009690169403517222
21_TxBytes.1,0.0009655349831835336
5_i137_intr.s,0.000965441622336195
3_i022_intr.s,0.000962938010864243
1_orq.s,0.0009582995192607623
21_TxPacktes.1,0.0009578736487042567
3_i132_intr.s,0.0009575494151700186
3_i128_intr.s,0.0009572598017154294
1_irec.s,0.0009542808010827424
42_TxBytes,0.0009538919214492438
5_i022_intr.s,0.0009516188996381973
3_orq.s,0.0009496233685695512
0_eth1_.ifutil,0.0009417270837357271
36_RxPacktes,0.0009391125325663054
2_eth1_rxkB.s,0.0009366577109787625
5_RxBytes,0.000930682720436784
5_oseg.s,0.0009301932723653333
20_TxPacktes,0.0009300382188497956
1_eth1_.ifutil,0.0009262333825600551
5_cpu10_.sys,0.0009243744071182598
3_kbdirty,0.0009240173770648252
1_eth1_txpck.s,0.0009218597212122222
4_i022_intr.s,0.0009215913178331103
0_idel.s,0.0009209171934445653
4_i126_intr.s,0.0009175499676833805
3_all_..soft,0.0009154590755189139
2_orq.s,0.0009118523814140396
20_TxBytes.1,0.0009109815489840891
0_i127_intr.s,0.0009109403490720825
3_sum_intr.s,0.0009091630625106693
0_TxBytes,0.0009074965123066061
0_TxPacktes.1,0.0009063386432895949
1_RxBytes,0.000904805084065862
1_TxPacktes,0.0009043139330866829
4_kbdirty,0.0009036820731624454
4_i118_intr.s,0.000902669726060944
1_cpu12_.idle,0.0009017522489083268
0_i022_intr.s,0.0009011196978133947
1_all_..sys,0.000900683266311321
1_i022_intr.s,0.0008989133711584838
2_cswch.s,0.000898255812441838
0_orq.s,0.0008966844741981959
3_eth1_txpck.s,0.0008956511429278828
0_cpu2_.sys,0.0008935183981851164
2_eth1_txkB.s,0.0008922871589801606
1_eth1_txkB.s,0.0008922529300790441
1_i132_intr.s,0.000891167237893512
0_i117_intr.s,0.0008900480685590997
0_i133_intr.s,0.0008899065427786594
3_i130_intr.s,0.0008892953981102986
0_eth1_rxpck.s,0.0008880853878705871
4_i123_intr.s,0.0008874577568651653
5_orq.s,0.0008864472467171061
1_all_..soft,0.0008863712576773084
21_RxBytes.1,0.0008853093272029781
1_cpu8_.idle,0.0008850490422164692
21_TxPacktes,0.0008823394914550535
24_RxPacktes,0.0008822230979711363
34_TxBytes.1,0.0008806319928311911
25_TxBytes,0.0008805616726989997
1_cpu6_.usr,0.0008804888573801939
1_cpu4_.idle,0.0008790869451550549
5_dev8.5_svctm,0.0008782908002438562
32_TxBytes,0.0008767745930807777
0_cpu8_.idle,0.0008764126659276802
0_i132_intr.s,0.0008755857795276403
3_i126_intr.s,0.0008754237681836037
3_cpu13_.soft,0.0008728209190905834
1_cswch.s,0.0008714563909704459
34_RxPacktes,0.0008713753077500126
36_RxPacktes.1,0.000870751250653115
5_idel.s,0.0008701782753441802
31_TxPacktes,0.0008701763920126192
0_cpu0_.idle,0.0008689926771407806
2_i139_intr.s,0.0008686663063827992
2_cpu10_.usr,0.00086710466171616
31_RxBytes,0.0008660003212863516
0_all_..sys,0.0008658733150289342
1_i129_intr.s,0.0008658369058122093
5_eth1_rxkB.s,0.0008641174609538126
4_cpu10_.usr,0.0008640831916106897
0_eth1_rxkB.s,0.000863915547983628
