,score
2_cpu6_.soft,0.8025385591348888
2_cpu10_.usr,0.7930756333534192
0_cpu21_.usr,0.7786474922848119
2_cpu18_.idle,0.776964789307801
5_i138_intr.s,0.7755162802208087
4_cpu18_.sys,0.7751818154406906
4_cpu22_.idle,0.7719353711151922
5_all_..idle,0.7707956822639163
5_cpu18_.idle,0.7547464065578916
1_cpu2_.usr,0.7530437325323129
3_temp1_degC,0.75142127076004
3_temp1_.temp,0.75142127076004
4_fault.s,0.7154047870210456
1_cpu12_.idle,0.6948080584641381
2_i138_intr.s,0.690149585163686
4_cpu2_.idle,0.6736842575696805
4_pgfree.s,0.6703959993942816
2_all_..sys,0.6545004300021723
42_TxPacktes,0.6541087612282449
1_i127_intr.s,0.6532922584801442
4_cpu0_.idle,0.6453590644747521
1_i132_intr.s,0.643122867570069
1_i130_intr.s,0.6200237698667654
5_cpu22_.idle,0.618603383518886
3_cpu18_.idle,0.6155345809135946
4_cpu10_.sys,0.6114713297810489
3_cpu10_.sys,0.6092607604968787
1_cpu16_.soft,0.6092607604968787
5_cpu15_.sys,0.6092607604968787
1_cpu7_.usr,0.6092607604968787
1_cpu8_.iowait,0.6092607604968787
1_cpu9_.usr,0.6092607604968787
1_cpu11_.usr,0.6092607604968787
1_cpu14_.soft,0.6092607604968787
0_cpu22_.iowait,0.6092607604968787
3_cpu16_.usr,0.6092607604968787
1_cpu19_.usr,0.6092607604968787
2_cpu5_.usr,0.6092607604968787
2_cpu6_.iowait,0.6092607604968787
2_cpu14_.usr,0.6092607604968787
2_blocked,0.6092607604968787
2_cpu19_.usr,0.6092607604968787
4_cpu7_.usr,0.6092607604968787
0_cpu4_.idle,0.6065698379610718
2_cpu0_.sys,0.6017558373691493
43_RxPacktes,0.5965986297903496
2_cpu12_.sys,0.589284396237458
43_RxBytes,0.5868483913028745
2_cpu13_.sys,0.5782279549051527
5_i135_intr.s,0.5716794863703627
4_cpu6_.idle,0.5702839040314516
0_cpu22_.usr,0.5690719990526798
1_i126_intr.s,0.568733308968692
3_kbbuffers,0.5668463348018015
1_cpu20_.sys,0.5644758021246641
1_cpu6_.sys,0.5635958936311577
4_temp4_degC,0.5604046809096208
4_temp3_degC,0.5604046809096208
42_RxPacktes,0.5600642760085062
0_all_..soft,0.5571206590699108
4_temp3_.temp,0.5570550088888797
4_temp4_.temp,0.5570550088888797
1_cpu10_.idle,0.5569227661037202
1_i133_intr.s,0.5534169901624895
1_idel.s,0.5509970128032156
1_irec.s,0.5509970128032156
1_iseg.s,0.549902922624583
1_orq.s,0.542300308764996
2_ldavg.15,0.5400717307547468
4_cpu14_.sys,0.5364392370224386
2_cpu11_.sys,0.5364392370224385
0_cpu20_.iowait,0.5364392370224385
3_cpu10_.usr,0.5364392370224385
3_cpu7_.usr,0.5364392370224385
0_cpu6_.soft,0.5364392370224385
1_cpu19_.sys,0.5364392370224385
4_cpu10_.iowait,0.5364392370224385
0_cpu20_.soft,0.5364392370224385
1_cpu21_.usr,0.5364392370224385
1_cpu16_.iowait,0.5364392370224385
5_pgpgout.s,0.5353390628524904
5_bwrtn.s,0.5353390628524904
5_dev252.0_wr_sec.s,0.5353390628524904
5_dev8.0_wr_sec.s,0.5353390628524904
5_dev8.5_wr_sec.s,0.5353390628524904
4_campg.s,0.5348884705537871
5_dev252.0_avgrq.sz,0.5342991919249525
3_cpu8_.idle,0.5324963520514944
1_eth1_txpck.s,0.5323176222659631
5_dev8.0_avgrq.sz,0.5321225771499852
5_dev8.5_avgrq.sz,0.5283073839970754
1_oseg.s,0.5243889807059519
4_cpu4_.sys,0.5197139006375951
1_cpu22_.idle,0.5149157389040429
5_cpu4_.usr,0.5129062041721473
0_dev252.0_svctm,0.5125116776144272
0_dev8.0_svctm,0.5125116776144272
0_dev8.5_svctm,0.5125116776144272
0_cpu2_.soft,0.511335908206342
5_cpu0_.idle,0.5019067725249244
5_cpu19_.sys,0.5012737640970636
4_sum_intr.s,0.5009791424697837
0_cpu0_.sys,0.49883649207915853
5_cpu16_.idle,0.4969527635190995
4_cpu10_.usr,0.4939984502457459
