1.796875000000000000e-01
2.044270833333333426e-01
2.543402777777777901e-01
2.790798611111111049e-01
3.046875000000000000e-01
3.298611111111111049e-01
3.628472222222222099e-01
3.919270833333333148e-01
4.401041666666666852e-01
4.809027777777777901e-01
5.308159722222222099e-01
5.815972222222222099e-01
